Record_ID,Timestamp,Latitude,Longitude,Road_ID,Vehicle_Count,Avg_Speed_kmh,Vehicle_Type,Traffic_Density,Weather,Visibility_m,Road_Condition,Accident_Occurred,Accident_Severity,Alert_Generated,temperature,Humidity,Year,Month,Day,Hour,DayOfWeek,Accident_Flag,Alert_Flag
488,2021-10-15 16:38:00,18.02199659,77.91496424,RD-32,155,66,Car,High,Snow,7756,Dry,No,None,No,28.43,85.94,2021,10,15,16,Friday,0,0
489,2021-04-04 13:56:00,30.34711416,94.62442427,RD-431,107,5,Truck,Very High,Storm,4498,Slippery,No,None,Yes,48.51,69.96,2021,4,4,13,Sunday,0,1
490,2022-07-01 08:04:00,8.863803199,84.65631944,RD-199,264,105,Truck,Low,Storm,4669,Slippery,No,None,No,46.71,79.36,2022,7,1,8,Friday,0,0
491,2021-04-24 02:19:00,24.11879398,94.40387801,RD-420,220,96,Car,High,Snow,2720,Dry,No,None,Yes,33.67,30.8,2021,4,24,2,Saturday,0,1
492,2023-03-02 13:37:00,8.932032833,76.97307709,RD-268,51,67,Bike,Low,Storm,1747,Wet,Yes,None,No,38.6,62.52,2023,3,2,13,Thursday,1,0
493,2019-03-28 16:08:00,16.89928431,86.46216586,RD-215,62,88,Bike,Medium,Storm,4347,Wet,No,None,No,28.32,57.57,2019,3,28,16,Thursday,0,0
494,2018-01-26 10:41:00,10.79257763,76.3155404,RD-495,42,63,Truck,Low,Storm,6694,Dry,No,None,Yes,25.64,59.94,2018,1,26,10,Friday,0,1
495,2023-04-08 11:13:00,34.43613982,71.22253213,RD-275,286,116,Bus,Very High,Clear,4114,Slippery,No,None,No,33.91,34.33,2023,4,8,11,Saturday,0,0
496,2020-11-10 10:59:00,26.21955063,96.73016412,RD-352,464,58,Mixed,High,Fog,1966,Slippery,No,None,No,30.6,71.07,2020,11,10,10,Tuesday,0,0
497,2023-06-17 08:21:00,27.38680789,73.11073233,RD-444,453,73,Truck,Low,Rain,1042,Dry,Yes,Fatal,No,37.51,60.19,2023,6,17,8,Saturday,1,0
498,2022-09-23 18:20:00,32.6827243,73.46599409,RD-480,151,59,Bike,Medium,Clear,9486,Wet,No,None,No,22.33,75.91,2022,9,23,18,Friday,0,0
499,2023-01-09 18:05:00,29.25794178,92.4156327,RD-244,298,98,Car,High,Storm,4105,Dry,No,None,No,49.23,59.12,2023,1,9,18,Monday,0,0
500,2018-05-19 17:17:00,11.60167171,91.26487258,RD-294,397,91,Bike,High,Clear,245,Under Maintenance,No,None,No,49.59,38.96,2018,5,19,17,Saturday,0,0
501,2019-01-31 23:20:00,25.90861166,96.35706607,RD-452,436,46,Car,Very High,Clear,5163,Dry,Yes,None,No,40.94,68.9,2019,1,31,23,Thursday,1,0
502,2022-12-04 17:56:00,36.36695118,70.08057645,RD-121,139,95,Truck,Medium,Fog,5922,Wet,No,None,No,36.08,40.34,2022,12,4,17,Sunday,0,0
503,2019-07-10 03:17:00,14.20936084,70.72964219,RD-244,305,57,Mixed,Low,Fog,6362,Dry,No,None,No,29.29,82.34,2019,7,10,3,Wednesday,0,0
504,2023-12-12 06:02:00,25.971704,81.01270586,RD-154,59,110,Mixed,Medium,Storm,3098,Under Maintenance,No,None,No,44.41,66.79,2023,12,12,6,Tuesday,0,0
505,2019-04-27 13:51:00,24.34481511,85.16067551,RD-41,488,69,Truck,Medium,Clear,7996,Slippery,No,None,No,40.54,39.43,2019,4,27,13,Saturday,0,0
506,2022-05-17 01:34:00,19.35773533,69.10284631,RD-203,72,13,Mixed,Medium,Fog,7996,Slippery,No,None,No,24.88,87.74,2022,5,17,1,Tuesday,0,0
507,2021-02-09 23:13:00,35.68442613,72.59330408,RD-463,442,118,Mixed,Low,Fog,7306,Under Maintenance,Yes,Major,No,47.33,61.1,2021,2,9,23,Tuesday,1,0
508,2023-07-02 15:11:00,18.33561118,88.39672842,RD-438,119,75,Bus,High,Clear,5597,Under Maintenance,Yes,Fatal,Yes,44.68,34.37,2023,7,2,15,Sunday,1,1
509,2018-11-24 07:00:00,10.71673284,87.38765343,RD-366,359,55,Bus,Medium,Fog,3967,Dry,No,None,No,48.49,67.61,2018,11,24,7,Saturday,0,0
510,2020-12-14 04:52:00,35.91374653,70.6008999,RD-18,329,94,Bus,Low,Snow,676,Dry,No,None,No,41.77,45.19,2020,12,14,4,Monday,0,0
511,2023-10-10 11:45:00,29.147386,95.01831937,RD-258,187,20,Car,High,Fog,5238,Wet,No,None,Yes,38.4,78.22,2023,10,10,11,Tuesday,0,1
512,2019-11-20 23:40:00,17.93104639,75.38815035,RD-293,403,57,Bus,Very High,Storm,6972,Dry,Yes,Major,No,32.55,79.07,2019,11,20,23,Wednesday,1,0
513,2018-05-16 14:04:00,16.13483713,93.72968875,RD-462,253,74,Truck,Low,Storm,3101,Under Maintenance,No,None,No,47.98,88.74,2018,5,16,14,Wednesday,0,0
514,2018-05-18 04:58:00,34.91277327,94.76665695,RD-265,94,66,Bus,Medium,Rain,7324,Slippery,No,None,No,45.98,60.11,2018,5,18,4,Friday,0,0
515,2023-09-10 01:34:00,15.9329493,82.21202161,RD-410,123,110,Truck,Medium,Rain,7979,Wet,No,None,No,21.36,57.3,2023,9,10,1,Sunday,0,0
516,2019-06-14 20:55:00,23.57757251,79.94702875,RD-293,125,41,Bus,Low,Clear,6009,Under Maintenance,No,None,Yes,20.79,75.21,2019,6,14,20,Friday,0,1
517,2018-08-19 21:02:00,14.23369706,76.06597455,RD-347,160,65,Mixed,Low,Storm,5815,Dry,Yes,Minor,Yes,31.29,37.95,2018,8,19,21,Sunday,1,1
518,2023-06-13 21:40:00,36.8612238,91.41407796,RD-318,46,61,Bus,Medium,Rain,5035,Under Maintenance,No,None,No,44.32,62.81,2023,6,13,21,Tuesday,0,0
519,2022-06-18 10:19:00,30.315749,73.70106876,RD-76,81,49,Truck,Low,Clear,3111,Slippery,No,None,No,49.62,62.77,2022,6,18,10,Saturday,0,0
520,2018-08-17 05:51:00,24.46141326,86.04161247,RD-62,147,80,Truck,Medium,Rain,5545,Dry,Yes,Fatal,No,24.51,35.37,2018,8,17,5,Friday,1,0
521,2023-01-23 20:01:00,29.62896703,84.4468874,RD-487,418,92,Truck,Low,Fog,4833,Dry,Yes,None,No,37.82,55.08,2023,1,23,20,Monday,1,0
522,2023-12-17 23:02:00,34.57467103,75.21795464,RD-388,298,21,Bus,Very High,Snow,8509,Wet,No,None,No,31.43,81.2,2023,12,17,23,Sunday,0,0
523,2019-10-10 17:57:00,35.93060164,96.50836795,RD-230,26,6,Car,High,Rain,7597,Dry,No,None,No,49.1,81.37,2019,10,10,17,Thursday,0,0
524,2023-12-28 14:50:00,30.79454765,92.54340172,RD-89,380,99,Truck,Very High,Fog,2488,Wet,No,None,Yes,45.26,35.95,2023,12,28,14,Thursday,0,1
525,2023-08-02 13:48:00,32.62291308,68.59532438,RD-486,289,41,Car,Low,Snow,8884,Under Maintenance,No,None,No,45.15,35.44,2023,8,2,13,Wednesday,0,0
526,2023-11-25 23:48:00,19.53602381,80.24532029,RD-86,186,58,Bus,Very High,Rain,6537,Wet,Yes,Fatal,Yes,34.06,45.76,2023,11,25,23,Saturday,1,1
527,2022-07-15 06:18:00,19.36286686,78.41018591,RD-498,243,46,Car,Very High,Storm,2064,Under Maintenance,No,None,No,32.44,82.49,2022,7,15,6,Friday,0,0
528,2023-11-07 20:39:00,31.44060293,93.60146852,RD-109,251,33,Car,High,Snow,4162,Dry,No,None,No,28.2,37.73,2023,11,7,20,Tuesday,0,0
529,2023-01-13 02:53:00,30.02912903,75.67036945,RD-414,39,69,Truck,Low,Fog,1652,Wet,No,None,Yes,21.69,73.2,2023,1,13,2,Friday,0,1
530,2019-01-28 06:42:00,34.12846941,96.95506889,RD-99,74,112,Bus,Very High,Storm,2190,Under Maintenance,No,None,No,45.94,36.07,2019,1,28,6,Monday,0,0
531,2020-10-25 23:19:00,11.85728113,73.80230821,RD-65,391,82,Truck,Very High,Fog,1544,Wet,No,None,No,44.39,67.39,2020,10,25,23,Sunday,0,0
532,2020-02-15 16:13:00,28.03358044,75.07265301,RD-22,90,44,Mixed,Low,Rain,7984,Wet,Yes,Fatal,No,49.99,51.36,2020,2,15,16,Saturday,1,0
533,2021-12-08 14:15:00,26.78179878,87.31636705,RD-217,293,117,Bike,High,Fog,1840,Under Maintenance,No,None,No,49.9,77.33,2021,12,8,14,Wednesday,0,0
534,2019-03-20 10:15:00,31.15707537,72.67064933,RD-41,22,15,Car,Very High,Clear,2154,Wet,No,None,No,36.66,44.02,2019,3,20,10,Wednesday,0,0
535,2018-03-06 15:12:00,8.712019162,93.77526396,RD-350,194,62,Bus,Medium,Fog,5145,Under Maintenance,No,None,No,43.07,68.35,2018,3,6,15,Tuesday,0,0
536,2021-04-01 10:46:00,31.96132092,71.18794562,RD-223,453,100,Car,High,Fog,5021,Dry,No,None,No,48.34,44.14,2021,4,1,10,Thursday,0,0
537,2022-12-16 04:34:00,17.46637295,96.51620517,RD-104,147,24,Bus,Low,Storm,6743,Under Maintenance,No,None,Yes,45.49,72.82,2022,12,16,4,Friday,0,1
538,2021-04-18 07:02:00,27.9265418,93.36465073,RD-422,202,70,Truck,Medium,Fog,758,Wet,No,None,No,27.42,82.42,2021,4,18,7,Sunday,0,0
539,2020-05-03 06:29:00,25.88022758,92.35003869,RD-322,349,35,Bike,Medium,Snow,8506,Dry,No,None,No,33.52,37.61,2020,5,3,6,Sunday,0,0
540,2018-09-22 01:41:00,20.7657513,79.80930273,RD-76,400,9,Bike,Very High,Fog,8156,Slippery,No,None,No,23.87,82.0,2018,9,22,1,Saturday,0,0
541,2023-07-29 14:35:00,29.63479848,82.89560808,RD-428,453,100,Bike,Very High,Rain,6321,Under Maintenance,No,None,No,48.62,65.61,2023,7,29,14,Saturday,0,0
542,2022-12-06 22:10:00,35.87534898,81.23437876,RD-305,328,54,Bike,Low,Clear,3664,Dry,No,None,No,38.19,37.63,2022,12,6,22,Tuesday,0,0
543,2021-05-21 09:52:00,17.38077442,96.63538095,RD-133,489,13,Car,Very High,Clear,6308,Wet,No,None,No,26.86,55.65,2021,5,21,9,Friday,0,0
544,2020-10-10 15:03:00,29.70464061,69.0099523,RD-164,478,45,Bus,High,Fog,3987,Under Maintenance,No,None,Yes,40.15,39.65,2020,10,10,15,Saturday,0,1
545,2023-07-30 15:00:00,17.1215743,79.06956027,RD-467,35,14,Mixed,Medium,Clear,8655,Wet,No,None,No,38.54,72.02,2023,7,30,15,Sunday,0,0
546,2022-08-17 09:51:00,32.52394107,96.08326129,RD-373,246,57,Bus,High,Storm,529,Slippery,No,None,Yes,30.74,75.53,2022,8,17,9,Wednesday,0,1
547,2018-07-10 21:06:00,20.68092181,78.71231624,RD-469,126,104,Car,Medium,Clear,6518,Slippery,No,None,No,23.41,36.35,2018,7,10,21,Tuesday,0,0
548,2019-11-10 01:06:00,21.02870629,79.55311652,RD-414,464,53,Truck,Low,Rain,5531,Dry,No,None,No,40.15,60.37,2019,11,10,1,Sunday,0,0
549,2020-04-01 11:17:00,30.38453685,86.30772165,RD-35,47,30,Mixed,Medium,Fog,6738,Slippery,No,None,No,35.61,78.88,2020,4,1,11,Wednesday,0,0
550,2021-08-19 22:35:00,22.38892128,94.31079537,RD-45,319,112,Mixed,Very High,Clear,8119,Wet,No,None,No,43.17,86.17,2021,8,19,22,Thursday,0,0
551,2023-03-13 00:11:00,15.73269392,76.54114279,RD-199,54,71,Mixed,Low,Rain,8262,Dry,No,None,No,35.6,60.81,2023,3,13,0,Monday,0,0
552,2019-06-16 07:43:00,36.87057108,95.4805566,RD-285,497,40,Car,Low,Clear,6767,Under Maintenance,No,None,Yes,45.57,87.02,2019,6,16,7,Sunday,0,1
553,2022-05-26 01:08:00,25.98653639,76.19428896,RD-204,377,27,Bike,Low,Rain,6731,Wet,No,None,No,36.56,62.14,2022,5,26,1,Thursday,0,0
554,2019-10-17 10:03:00,26.70933715,91.6464395,RD-283,195,98,Bike,Medium,Fog,583,Wet,Yes,Fatal,Yes,36.83,53.65,2019,10,17,10,Thursday,1,1
555,2020-04-06 14:57:00,26.75087562,75.99930594,RD-167,178,43,Bike,High,Rain,5421,Wet,No,None,No,46.3,80.89,2020,4,6,14,Monday,0,0
556,2021-10-01 20:04:00,33.61741292,70.11652593,RD-439,182,63,Bus,Very High,Clear,4089,Under Maintenance,No,None,No,32.1,59.58,2021,10,1,20,Friday,0,0
557,2020-09-26 22:19:00,13.33228816,91.55677386,RD-142,228,27,Bike,High,Rain,3829,Under Maintenance,No,None,No,24.02,58.31,2020,9,26,22,Saturday,0,0
558,2020-08-17 12:58:00,9.71539365,81.05221525,RD-267,427,27,Mixed,Medium,Fog,5151,Wet,Yes,Fatal,No,20.86,59.42,2020,8,17,12,Monday,1,0
559,2020-06-06 20:05:00,19.21431484,79.3317193,RD-235,85,47,Bike,High,Rain,6385,Slippery,No,None,No,42.65,80.81,2020,6,6,20,Saturday,0,0
560,2022-11-25 23:20:00,24.38225023,80.46660623,RD-470,213,104,Mixed,High,Storm,6435,Dry,No,None,No,38.61,79.92,2022,11,25,23,Friday,0,0
561,2021-02-11 03:06:00,16.28557901,85.73571225,RD-448,323,29,Mixed,High,Clear,8671,Wet,No,None,No,41.12,54.21,2021,2,11,3,Thursday,0,0
562,2019-06-02 01:29:00,27.98700313,75.6181102,RD-7,88,88,Bus,Low,Rain,2068,Wet,No,None,No,26.39,50.0,2019,6,2,1,Sunday,0,0
563,2021-08-20 22:48:00,10.14356339,74.88096144,RD-403,221,64,Bike,Medium,Storm,1965,Dry,No,None,No,24.09,59.52,2021,8,20,22,Friday,0,0
564,2019-08-25 19:14:00,30.93057466,82.01973736,RD-359,147,106,Truck,Medium,Storm,7137,Wet,No,None,No,20.44,64.37,2019,8,25,19,Sunday,0,0
565,2018-11-01 08:18:00,28.82449457,69.03336771,RD-320,258,37,Bike,Very High,Snow,7753,Dry,No,None,No,30.52,44.3,2018,11,1,8,Thursday,0,0
566,2018-06-29 19:53:00,14.20439883,86.64263239,RD-301,247,37,Truck,Very High,Rain,7592,Dry,Yes,Minor,No,37.7,77.64,2018,6,29,19,Friday,1,0
567,2019-10-30 11:26:00,16.65517292,91.86247827,RD-268,391,106,Bus,Low,Snow,4643,Slippery,No,None,No,31.77,59.19,2019,10,30,11,Wednesday,0,0
568,2019-02-04 20:16:00,31.4030593,89.09508696,RD-401,99,69,Car,Medium,Storm,3618,Dry,No,None,No,33.12,50.04,2019,2,4,20,Monday,0,0
569,2020-12-19 00:05:00,30.42679745,81.60977215,RD-215,410,51,Bus,Very High,Fog,4996,Dry,No,None,No,47.12,36.41,2020,12,19,0,Saturday,0,0
570,2020-08-28 11:26:00,31.59921856,84.39631914,RD-58,211,37,Bus,Very High,Rain,2689,Under Maintenance,No,None,No,30.45,44.33,2020,8,28,11,Friday,0,0
571,2019-12-29 07:14:00,17.3450425,68.75924268,RD-213,326,42,Truck,Low,Snow,8872,Dry,No,None,No,35.42,86.96,2019,12,29,7,Sunday,0,0
572,2021-02-27 01:38:00,36.11756432,94.45825935,RD-77,129,28,Bus,Very High,Clear,5142,Wet,No,None,No,43.51,48.31,2021,2,27,1,Saturday,0,0
573,2021-06-06 00:41:00,28.74480865,84.1838141,RD-76,20,77,Mixed,Very High,Fog,9589,Dry,No,None,No,31.9,40.13,2021,6,6,0,Sunday,0,0
574,2021-06-08 09:31:00,9.890822835,77.17586417,RD-291,410,99,Bus,Very High,Snow,6858,Dry,No,None,Yes,38.66,57.64,2021,6,8,9,Tuesday,0,1
575,2023-05-26 06:04:00,21.85431077,76.51388758,RD-302,212,106,Bus,Very High,Rain,8209,Under Maintenance,No,None,No,45.87,48.43,2023,5,26,6,Friday,0,0
576,2023-08-31 09:48:00,27.27186432,87.13008448,RD-299,24,53,Truck,High,Clear,8228,Slippery,No,None,No,48.49,32.11,2023,8,31,9,Thursday,0,0
577,2018-11-19 06:00:00,12.89085558,84.94553841,RD-389,13,96,Bus,Low,Fog,9998,Slippery,No,None,No,24.41,49.39,2018,11,19,6,Monday,0,0
578,2018-06-17 10:00:00,34.15129887,73.44743474,RD-494,354,91,Bus,Low,Storm,9963,Slippery,No,None,Yes,47.8,62.65,2018,6,17,10,Sunday,0,1
579,2018-11-19 09:22:00,29.86915233,79.88765439,RD-482,237,34,Bike,High,Snow,6941,Under Maintenance,No,None,No,34.76,63.1,2018,11,19,9,Monday,0,0
580,2023-01-17 11:01:00,10.36152126,87.60925959,RD-52,190,86,Mixed,Very High,Fog,4774,Slippery,No,None,Yes,27.75,51.39,2023,1,17,11,Tuesday,0,1
581,2020-10-01 23:16:00,34.48274514,76.63198728,RD-474,440,62,Mixed,Medium,Storm,7854,Dry,No,None,Yes,33.77,56.84,2020,10,1,23,Thursday,0,1
582,2021-11-20 07:13:00,19.72672072,82.7690206,RD-55,232,94,Mixed,Very High,Rain,4237,Wet,Yes,None,No,49.4,87.93,2021,11,20,7,Saturday,1,0
583,2021-05-11 12:55:00,21.12161485,75.39149886,RD-289,55,101,Bus,High,Rain,1378,Wet,No,None,No,34.78,52.64,2021,5,11,12,Tuesday,0,0
584,2019-04-01 16:49:00,30.71013665,70.07876374,RD-400,422,63,Mixed,Very High,Storm,4749,Wet,No,None,No,29.86,45.49,2019,4,1,16,Monday,0,0
585,2020-06-06 21:16:00,26.67593282,79.25912732,RD-52,40,20,Bike,Low,Fog,201,Slippery,No,None,No,39.0,44.61,2020,6,6,21,Saturday,0,0
586,2021-03-31 16:08:00,20.68833216,89.23024082,RD-403,338,97,Car,Very High,Snow,4798,Under Maintenance,No,None,No,27.2,57.47,2021,3,31,16,Wednesday,0,0
587,2023-08-24 12:58:00,15.52911507,74.20166253,RD-147,57,20,Car,Medium,Rain,9603,Under Maintenance,No,None,Yes,22.28,75.57,2023,8,24,12,Thursday,0,1
588,2019-09-17 09:46:00,22.98997623,89.88059899,RD-445,193,37,Bike,Low,Rain,4945,Slippery,No,None,Yes,23.87,42.36,2019,9,17,9,Tuesday,0,1
589,2022-07-16 12:52:00,24.79621267,87.41527775,RD-275,458,43,Car,Very High,Fog,1412,Under Maintenance,No,None,No,23.84,72.56,2022,7,16,12,Saturday,0,0
590,2021-07-24 17:19:00,26.29703808,82.71374073,RD-451,140,50,Car,Very High,Rain,9711,Dry,No,None,No,24.56,31.27,2021,7,24,17,Saturday,0,0
591,2023-10-08 09:44:00,25.54683424,96.17221457,RD-177,269,115,Truck,Medium,Clear,5324,Under Maintenance,No,None,Yes,24.16,55.14,2023,10,8,9,Sunday,0,1
592,2021-11-21 13:32:00,25.90180139,93.61902182,RD-450,284,42,Bus,Very High,Storm,8149,Slippery,No,None,No,39.23,76.55,2021,11,21,13,Sunday,0,0
593,2021-03-08 13:49:00,21.79639025,84.33211037,RD-211,434,27,Truck,High,Snow,8614,Under Maintenance,No,None,No,25.46,50.32,2021,3,8,13,Monday,0,0
594,2023-06-13 21:17:00,24.29474733,84.17561637,RD-136,159,30,Truck,Medium,Fog,7456,Under Maintenance,No,None,No,30.37,63.82,2023,6,13,21,Tuesday,0,0
595,2023-05-04 21:38:00,16.37050736,76.05536773,RD-197,380,53,Bike,High,Clear,909,Dry,Yes,Minor,No,46.9,42.3,2023,5,4,21,Thursday,1,0
596,2020-09-17 17:44:00,12.59287254,94.68575411,RD-336,465,85,Car,Medium,Rain,4746,Dry,No,None,No,34.22,74.52,2020,9,17,17,Thursday,0,0
597,2019-05-04 13:56:00,25.60113489,93.98192781,RD-249,34,106,Bike,Low,Rain,3894,Wet,No,None,No,40.03,33.14,2019,5,4,13,Saturday,0,0
598,2023-10-01 14:12:00,9.362962064,89.51965075,RD-293,397,113,Mixed,Medium,Clear,6585,Under Maintenance,No,None,No,25.17,81.15,2023,10,1,14,Sunday,0,0
599,2023-10-15 09:38:00,9.891001943,71.70857988,RD-312,318,28,Truck,Medium,Rain,5470,Slippery,No,None,No,25.77,41.89,2023,10,15,9,Sunday,0,0
600,2022-07-20 19:22:00,15.17216389,88.40573267,RD-243,188,111,Car,High,Storm,3720,Slippery,No,None,Yes,21.23,82.46,2022,7,20,19,Wednesday,0,1
601,2019-03-18 19:19:00,13.63548336,75.34030467,RD-20,215,87,Bus,High,Rain,1302,Dry,No,None,No,25.07,51.15,2019,3,18,19,Monday,0,0
602,2021-01-03 09:00:00,18.84928081,73.47548404,RD-89,14,46,Truck,Medium,Snow,6072,Wet,No,None,No,28.36,73.36,2021,1,3,9,Sunday,0,0
603,2023-08-19 14:30:00,18.76737557,90.01713903,RD-142,315,31,Car,Low,Storm,5807,Dry,No,None,No,25.31,49.15,2023,8,19,14,Saturday,0,0
604,2020-06-25 13:48:00,11.38880822,95.83225521,RD-207,187,6,Mixed,Medium,Fog,4717,Dry,No,None,No,22.66,84.35,2020,6,25,13,Thursday,0,0
605,2021-05-26 18:54:00,15.14858728,71.15826602,RD-74,324,12,Bike,Very High,Storm,9045,Dry,No,None,No,23.62,37.6,2021,5,26,18,Wednesday,0,0
606,2022-12-31 17:55:00,8.132505919,72.75530563,RD-317,358,83,Car,Medium,Fog,1114,Slippery,No,None,Yes,33.82,40.71,2022,12,31,17,Saturday,0,1
607,2022-10-14 06:39:00,18.1779505,74.35780016,RD-312,414,45,Car,Low,Fog,1000,Under Maintenance,No,None,No,26.19,59.58,2022,10,14,6,Friday,0,0
608,2020-03-05 22:56:00,31.09662015,95.92442119,RD-349,344,17,Truck,High,Storm,3260,Under Maintenance,No,None,No,30.93,34.92,2020,3,5,22,Thursday,0,0
609,2020-10-09 07:38:00,15.71863967,88.19555051,RD-356,160,95,Car,Very High,Snow,4072,Slippery,Yes,Fatal,No,35.1,41.76,2020,10,9,7,Friday,1,0
610,2023-08-13 01:35:00,26.65709624,87.67035082,RD-206,90,26,Mixed,Medium,Rain,6260,Slippery,No,None,Yes,40.71,86.63,2023,8,13,1,Sunday,0,1
611,2020-12-06 04:35:00,10.84940018,82.6457772,RD-20,140,51,Bus,Medium,Storm,3787,Wet,No,None,No,21.18,88.59,2020,12,6,4,Sunday,0,0
612,2020-01-27 01:30:00,8.356255481,83.5902777,RD-203,234,51,Mixed,Medium,Fog,8729,Slippery,No,None,No,43.98,52.58,2020,1,27,1,Monday,0,0
613,2021-12-20 07:16:00,22.45349914,76.41502434,RD-456,315,69,Car,High,Storm,5344,Wet,Yes,Major,No,38.84,85.4,2021,12,20,7,Monday,1,0
614,2021-06-11 17:11:00,21.38303821,72.48189304,RD-451,319,73,Bus,Low,Fog,2474,Under Maintenance,No,None,No,22.45,62.69,2021,6,11,17,Friday,0,0
615,2023-10-05 06:42:00,13.55405675,90.62798748,RD-170,100,33,Mixed,Very High,Fog,2493,Under Maintenance,No,None,No,46.21,46.18,2023,10,5,6,Thursday,0,0
616,2023-12-27 12:19:00,16.31096373,81.65009007,RD-354,409,83,Bus,Low,Clear,4654,Wet,No,None,Yes,47.63,72.14,2023,12,27,12,Wednesday,0,1
617,2018-09-26 00:45:00,8.889470801,75.42425203,RD-122,271,34,Truck,Low,Snow,1433,Slippery,No,None,Yes,21.83,69.53,2018,9,26,0,Wednesday,0,1
618,2018-04-22 06:14:00,31.13619642,86.35065133,RD-26,306,50,Car,Medium,Snow,4185,Slippery,No,None,Yes,28.31,89.35,2018,4,22,6,Sunday,0,1
619,2023-04-26 07:57:00,16.73719819,74.07431767,RD-382,447,10,Bus,Very High,Fog,6207,Wet,No,None,No,44.19,45.9,2023,4,26,7,Wednesday,0,0
620,2018-12-30 17:26:00,14.36423616,82.17451337,RD-244,19,10,Bike,Very High,Fog,1124,Slippery,No,None,No,42.45,70.32,2018,12,30,17,Sunday,0,0
621,2023-02-04 06:46:00,31.33507333,73.5163828,RD-472,127,91,Truck,High,Rain,944,Dry,No,None,No,25.54,33.12,2023,2,4,6,Saturday,0,0
622,2023-11-27 02:29:00,9.138937293,90.03047026,RD-138,166,56,Car,Very High,Fog,8783,Wet,No,None,No,26.28,36.82,2023,11,27,2,Monday,0,0
623,2018-12-14 00:24:00,16.2512487,77.30325507,RD-460,452,9,Truck,Low,Fog,7945,Slippery,No,None,No,31.11,30.24,2018,12,14,0,Friday,0,0
624,2021-02-06 02:48:00,15.6198214,80.80926989,RD-191,90,90,Bike,Medium,Snow,2447,Wet,No,None,No,34.54,89.97,2021,2,6,2,Saturday,0,0
625,2022-09-18 23:22:00,15.62620582,89.89155582,RD-11,368,45,Car,Medium,Fog,7461,Wet,No,None,No,38.55,78.14,2022,9,18,23,Sunday,0,0
626,2023-10-07 14:15:00,8.333377015,87.12829448,RD-173,183,24,Truck,Medium,Rain,502,Slippery,Yes,Major,No,31.07,77.2,2023,10,7,14,Saturday,1,0
627,2019-10-04 03:41:00,35.10547985,79.5913933,RD-419,471,24,Truck,Low,Clear,3438,Slippery,No,None,No,33.88,60.58,2019,10,4,3,Friday,0,0
628,2023-12-01 22:01:00,33.06021077,70.05981201,RD-407,405,43,Bus,High,Clear,8607,Wet,No,None,No,42.42,48.0,2023,12,1,22,Friday,0,0
629,2018-12-02 18:15:00,20.02029865,94.72660281,RD-156,239,34,Bus,High,Rain,2951,Slippery,No,None,No,21.1,39.08,2018,12,2,18,Sunday,0,0
630,2020-09-22 20:45:00,20.91761312,68.22983011,RD-160,166,52,Truck,Very High,Fog,9659,Slippery,No,None,No,27.57,47.08,2020,9,22,20,Tuesday,0,0
631,2020-10-23 22:35:00,23.20047311,89.30323013,RD-144,343,85,Bus,Medium,Rain,3411,Wet,No,None,No,41.4,52.56,2020,10,23,22,Friday,0,0
632,2021-12-10 06:42:00,21.87116031,95.41671576,RD-432,209,64,Car,Medium,Clear,3307,Dry,Yes,Fatal,No,46.86,75.38,2021,12,10,6,Friday,1,0
633,2018-12-21 11:47:00,30.59487705,76.89346056,RD-252,314,27,Bus,Medium,Snow,6322,Under Maintenance,No,None,No,35.35,62.38,2018,12,21,11,Friday,0,0
634,2023-07-17 19:42:00,22.16417793,70.1878283,RD-440,241,108,Car,Medium,Fog,4478,Slippery,Yes,Fatal,No,35.96,34.65,2023,7,17,19,Monday,1,0
635,2022-12-26 13:05:00,13.47591545,75.2368056,RD-357,177,64,Car,Medium,Fog,533,Under Maintenance,No,None,No,23.22,31.08,2022,12,26,13,Monday,0,0
636,2021-03-19 00:11:00,11.39218472,77.08913033,RD-351,474,54,Car,Very High,Storm,2403,Dry,No,None,Yes,33.42,36.14,2021,3,19,0,Friday,0,1
637,2020-10-05 21:02:00,34.62987157,81.08828819,RD-51,308,17,Car,High,Fog,2802,Dry,No,None,No,35.98,54.63,2020,10,5,21,Monday,0,0
638,2021-02-26 01:30:00,9.403097116,83.23193366,RD-498,112,114,Truck,High,Storm,9812,Dry,No,None,No,27.27,85.99,2021,2,26,1,Friday,0,0
639,2019-07-31 08:11:00,34.02925576,89.03457723,RD-445,352,104,Mixed,Low,Storm,373,Dry,No,None,No,28.08,68.24,2019,7,31,8,Wednesday,0,0
640,2021-06-05 01:17:00,28.02389657,94.12654064,RD-117,16,110,Mixed,Medium,Snow,7284,Under Maintenance,No,None,No,31.32,78.11,2021,6,5,1,Saturday,0,0
641,2018-06-21 11:46:00,19.7364359,81.47901388,RD-69,149,78,Car,High,Storm,9496,Slippery,No,None,Yes,20.6,57.98,2018,6,21,11,Thursday,0,1
642,2023-09-18 03:57:00,13.42817501,89.64352463,RD-154,217,42,Mixed,High,Storm,229,Under Maintenance,No,None,No,29.66,51.7,2023,9,18,3,Monday,0,0
643,2018-06-14 09:05:00,17.00398413,71.68876898,RD-499,22,43,Car,Very High,Storm,8823,Dry,No,None,No,26.34,36.5,2018,6,14,9,Thursday,0,0
644,2021-06-27 21:47:00,23.36633726,77.53471275,RD-381,198,107,Mixed,Very High,Storm,7768,Wet,No,None,Yes,29.82,82.56,2021,6,27,21,Sunday,0,1
